Time,Load,Temperature,Wind_speed,Day,Month,Hour,Day_of_week,Is_holiday
2021-01-01 01:00:00,43516.9,0.6,2.52893871042342,1,1,1,4,1
2021-01-01 02:00:00,41598.4,0.4,2.47090012391469,1,1,2,4,1
2021-01-01 03:00:00,40502.8,0.4,2.3930603931110737,1,1,3,4,1
2021-01-01 04:00:00,40503.4,0.3,2.259365495631879,1,1,4,4,1
2021-01-01 05:00:00,39909.5,0.3,2.0621092002035204,1,1,5,4,1
2021-01-01 06:00:00,39136.1,0.2,1.9685255011146028,1,1,6,4,1
2021-01-01 07:00:00,39237.4,0.2,1.9668128902509507,1,1,7,4,1
2021-01-01 08:00:00,40152.5,0.1,1.8981241707676924,1,1,8,4,1
2021-01-01 09:00:00,42212.9,0.1,1.830431662885173,1,1,9,4,1
2021-01-01 10:00:00,44645.2,0.6,1.835055001854411,1,1,10,4,1
2021-01-01 11:00:00,47067.7,1.1,2.278089085774632,1,1,11,4,1
2021-01-01 12:00:00,49284.3,1.6,2.058814989581429,1,1,12,4,1
2021-01-01 13:00:00,48737.7,2.0,2.039071327895787,1,1,13,4,1
2021-01-01 14:00:00,47635.0,2.2,2.111388304460556,1,1,14,4,1
2021-01-01 15:00:00,47530.6,2.2,2.240986219902392,1,1,15,4,1
2021-01-01 16:00:00,48208.7,1.9,2.414590526484378,1,1,16,4,1
2021-01-01 17:00:00,52289.5,1.5,2.5127949334822453,1,1,17,4,1
2021-01-01 18:00:00,53909.4,1.2,2.5209219334991912,1,1,18,4,1
2021-01-01 19:00:00,53334.4,1.1,2.519249577439815,1,1,19,4,1
2021-01-01 20:00:00,51461.7,1.0,2.551576918337301,1,1,20,4,1
2021-01-01 21:00:00,49264.9,0.8,2.562536606622118,1,1,21,4,1
2021-01-01 22:00:00,48933.6,0.8,2.577987586413488,1,1,22,4,1
2021-01-01 23:00:00,46524.4,0.7,2.68897918295472,1,1,23,4,1
2021-01-02 00:00:00,43810.5,0.6,2.6497125692611663,2,1,0,5,0
2021-01-02 01:00:00,41775.7,0.5,2.6060374427226947,2,1,1,5,0
2021-01-02 02:00:00,40382.4,0.3,2.5397190828645644,2,1,2,5,0
2021-01-02 03:00:00,39940.7,0.2,2.700129781061649,2,1,3,5,0
2021-01-02 04:00:00,40543.3,0.2,2.818651358230941,2,1,4,5,0
2021-01-02 05:00:00,41156.3,0.1,3.0427840883282835,2,1,5,5,0
2021-01-02 06:00:00,41938.0,0.0,3.1772091162605807,2,1,6,5,0
2021-01-02 07:00:00,43402.5,0.0,3.25488660607778,2,1,7,5,0
2021-01-02 08:00:00,45346.7,0.0,3.2612865611879487,2,1,8,5,0
2021-01-02 09:00:00,48176.3,0.1,3.343322791072393,2,1,9,5,0
2021-01-02 10:00:00,50697.9,0.4,3.4651543262975264,2,1,10,5,0
2021-01-02 11:00:00,52859.7,0.8,3.596012818638908,2,1,11,5,0
2021-01-02 12:00:00,54590.4,1.3,3.531334869251128,2,1,12,5,0
2021-01-02 13:00:00,54082.7,1.6,3.4263327670558694,2,1,13,5,0
2021-01-02 14:00:00,52818.9,1.7,3.388460875299667,2,1,14,5,0
2021-01-02 15:00:00,52531.4,1.7,3.4137961830079373,2,1,15,5,0
2021-01-02 16:00:00,53417.9,1.4,3.2525413819721143,2,1,16,5,0
2021-01-02 17:00:00,56835.8,1.1,3.0613404921738865,2,1,17,5,0
2021-01-02 18:00:00,58077.3,0.9,2.9030726831720584,2,1,18,5,0
2021-01-02 19:00:00,56785.2,0.7,2.752017785814316,2,1,19,5,0
2021-01-02 20:00:00,53958.1,0.6,2.653878003642812,2,1,20,5,0
2021-01-02 21:00:00,50944.7,0.5,2.565446599902204,2,1,21,5,0
2021-01-02 22:00:00,50321.7,0.5,2.442411951732297,2,1,22,5,0
2021-01-02 23:00:00,48280.8,0.4,2.3928348782014206,2,1,23,5,0
2021-01-03 00:00:00,45586.9,0.4,2.220026546637987,3,1,0,6,0
2021-01-03 01:00:00,43330.5,0.4,1.975024221739912,3,1,1,6,0
2021-01-03 02:00:00,41733.0,0.4,1.822938556616603,3,1,2,6,0
2021-01-03 03:00:00,41410.3,0.3,1.8442406633245616,3,1,3,6,0
2021-01-03 04:00:00,41941.8,0.3,1.7680141857535625,3,1,4,6,0
2021-01-03 05:00:00,42764.7,0.3,1.7672856480573382,3,1,5,6,0
2021-01-03 06:00:00,42264.5,0.3,1.6977721751786858,3,1,6,6,0
2021-01-03 07:00:00,43386.2,0.2,1.6047859372025126,3,1,7,6,0
2021-01-03 08:00:00,45707.6,0.2,1.5796553683312222,3,1,8,6,0
2021-01-03 09:00:00,48816.3,0.2,1.6002881363850872,3,1,9,6,0
2021-01-03 10:00:00,51704.8,0.3,1.6095425675265664,3,1,10,6,0
2021-01-03 11:00:00,55121.8,0.5,1.9861387234871275,3,1,11,6,0
2021-01-03 12:00:00,56968.0,0.7,1.7174304274547054,3,1,12,6,0
2021-01-03 13:00:00,56228.2,0.8,1.5894591330314338,3,1,13,6,0
2021-01-03 14:00:00,54882.4,0.9,1.7253732678572806,3,1,14,6,0
2021-01-03 15:00:00,55083.2,0.8,1.7105836760540565,3,1,15,6,0
2021-01-03 16:00:00,55144.6,0.7,1.6009499476698017,3,1,16,6,0
2021-01-03 17:00:00,58727.6,0.6,1.5962683335009231,3,1,17,6,0
2021-01-03 18:00:00,59729.0,0.5,1.5160016059926174,3,1,18,6,0
2021-01-03 19:00:00,58260.7,0.5,1.52144105450534,3,1,19,6,0
2021-01-03 20:00:00,56352.1,0.4,1.5900361178052649,3,1,20,6,0
2021-01-03 21:00:00,53936.4,0.4,1.62168131509735,3,1,21,6,0
2021-01-03 22:00:00,53486.2,0.4,1.6902501409292223,3,1,22,6,0
2021-01-03 23:00:00,51285.7,0.3,1.8084849383287336,3,1,23,6,0
2021-01-04 00:00:00,48477.8,0.3,1.6583378868289096,4,1,0,0,0
2021-01-04 01:00:00,46529.1,0.3,1.5844394903875376,4,1,1,0,0
2021-01-04 02:00:00,46067.0,0.2,1.579352003070655,4,1,2,0,0
2021-01-04 03:00:00,45766.1,0.2,1.578781773231129,4,1,3,0,0
2021-01-04 04:00:00,46540.3,0.2,1.5481728146895506,4,1,4,0,0
2021-01-04 05:00:00,48523.2,0.1,1.672670217799279,4,1,5,0,0
2021-01-04 06:00:00,52971.9,0.1,1.8378324921325944,4,1,6,0,0
2021-01-04 07:00:00,60064.9,0.0,2.0073531803092792,4,1,7,0,0
2021-01-04 08:00:00,64127.6,0.0,2.098633406814906,4,1,8,0,0
2021-01-04 09:00:00,66211.7,0.0,2.1635506117655603,4,1,9,0,0
2021-01-04 10:00:00,67652.6,0.1,2.144110929718458,4,1,10,0,0
2021-01-04 11:00:00,69371.4,0.3,2.395481416936036,4,1,11,0,0
2021-01-04 12:00:00,70714.6,0.4,2.203573176362102,4,1,12,0,0
2021-01-04 13:00:00,70349.9,0.5,2.221453656460833,4,1,13,0,0
2021-01-04 14:00:00,69422.3,0.5,2.4423870013092666,4,1,14,0,0
2021-01-04 15:00:00,69302.4,0.5,2.6164522164651505,4,1,15,0,0
2021-01-04 16:00:00,69270.2,0.4,2.68458163973507,4,1,16,0,0
2021-01-04 17:00:00,71178.0,0.3,2.828737020973522,4,1,17,0,0
2021-01-04 18:00:00,71639.3,0.2,2.978756226456141,4,1,18,0,0
2021-01-04 19:00:00,70048.1,0.2,3.055368611086453,4,1,19,0,0
2021-01-04 20:00:00,67315.7,0.1,2.990566248463089,4,1,20,0,0
2021-01-04 21:00:00,63697.0,0.1,2.946596170394116,4,1,21,0,0
2021-01-04 22:00:00,61260.6,0.1,2.8350776666807933,4,1,22,0,0
2021-01-04 23:00:00,57508.4,0.1,2.2586887827254984,4,1,23,0,0
2021-01-05 00:00:00,53715.0,0.1,2.0302045383336305,5,1,0,1,0
2021-01-05 01:00:00,51556.4,0.1,1.9934637122301293,5,1,1,1,0
2021-01-05 02:00:00,50232.3,0.1,1.8122962779793856,5,1,2,1,0
2021-01-05 03:00:00,50219.4,0.1,1.6850606802943588,5,1,3,1,0
2021-01-05 04:00:00,50740.2,0.1,1.5829179831765126,5,1,4,1,0
2021-01-05 05:00:00,52678.7,0.1,1.4261676681816655,5,1,5,1,0
2021-01-05 06:00:00,57076.0,0.1,1.3249546213037364,5,1,6,1,0
2021-01-05 07:00:00,62558.9,0.1,1.4182786862394718,5,1,7,1,0
2021-01-05 08:00:00,66136.5,0.1,1.5311976101917817,5,1,8,1,0
2021-01-05 09:00:00,67953.2,0.2,1.522859274866885,5,1,9,1,0
2021-01-05 10:00:00,68886.4,0.3,1.5667523797892702,5,1,10,1,0
2021-01-05 11:00:00,70414.1,0.5,1.9142046918178053,5,1,11,1,0
2021-01-05 12:00:00,71569.9,0.7,1.64827129500966,5,1,12,1,0
2021-01-05 13:00:00,71135.3,0.8,1.59383856501336,5,1,13,1,0
2021-01-05 14:00:00,69944.6,0.9,1.6973758682016302,5,1,14,1,0
2021-01-05 15:00:00,69470.2,0.9,1.7911128034396335,5,1,15,1,0
2021-01-05 16:00:00,69389.7,0.8,2.0797100301521567,5,1,16,1,0
2021-01-05 17:00:00,71139.2,0.7,2.2260732286703786,5,1,17,1,0
2021-01-05 18:00:00,71714.2,0.7,2.1665300653561856,5,1,18,1,0
2021-01-05 19:00:00,69851.9,0.7,2.160125105120093,5,1,19,1,0
2021-01-05 20:00:00,67358.2,0.6,2.130389632407084,5,1,20,1,0
2021-01-05 21:00:00,64101.4,0.6,1.9839680898630176,5,1,21,1,0
2021-01-05 22:00:00,61909.9,0.6,1.861760280557168,5,1,22,1,0
2021-01-05 23:00:00,57965.5,0.6,1.7047066210952433,5,1,23,1,0
2021-01-06 00:00:00,54346.0,0.6,1.7081210194393226,6,1,0,2,0
2021-01-06 01:00:00,51814.1,0.6,1.6988869816825858,6,1,1,2,0
2021-01-06 02:00:00,50207.4,0.6,1.704530356731365,6,1,2,2,0
2021-01-06 03:00:00,50026.2,0.5,1.5268681537513793,6,1,3,2,0
2021-01-06 04:00:00,50641.4,0.5,1.4066208192557346,6,1,4,2,0
2021-01-06 05:00:00,51318.2,0.4,1.4731314803427544,6,1,5,2,0
2021-01-06 06:00:00,54242.5,0.3,1.5381726928158397,6,1,6,2,0
2021-01-06 07:00:00,58395.4,0.3,1.6071713053566803,6,1,7,2,0
2021-01-06 08:00:00,62528.6,0.2,1.6286377018924147,6,1,8,2,0
2021-01-06 09:00:00,63851.1,0.2,1.669617546791763,6,1,9,2,0
2021-01-06 10:00:00,65349.1,0.3,1.7381556223575032,6,1,10,2,0
2021-01-06 11:00:00,66872.2,0.5,1.8804298767733048,6,1,11,2,0
2021-01-06 12:00:00,68568.7,0.7,2.102567670878475,6,1,12,2,0
