Time,Load,Temperature,Day,Month,Hour,Day_of_week,Is_holiday
2021-10-27 04:00:00,51101.2,7.8,27,10,4,2,0
2021-11-06 01:00:00,50781.6,5.3,6,11,1,5,0
2021-01-23 11:00:00,62031.8,1.5,23,1,11,5,0
2021-08-09 08:00:00,57583.3,13.4,9,8,8,0,0
2021-10-01 04:00:00,48285.7,6.9,1,10,4,4,0
2021-01-17 00:00:00,52064.4,-3.6,17,1,0,6,0
2021-11-02 04:00:00,46575.0,6.2,2,11,4,1,0
2021-08-22 16:00:00,47099.2,19.0,22,8,16,6,0
2021-03-04 13:00:00,70084.5,8.1,4,3,13,3,0
2021-05-18 10:00:00,66776.1,10.5,18,5,10,1,0
2021-03-06 07:00:00,50652.2,-3.7,6,3,7,5,0
2021-11-18 03:00:00,50323.2,4.9,18,11,3,3,0
2021-05-04 09:00:00,69869.3,9.0,4,5,9,1,0
2021-12-17 13:00:00,70237.9,5.4,17,12,13,4,0
2021-08-27 13:00:00,64454.8,14.6,27,8,13,4,0
2021-08-08 04:00:00,37588.2,14.4,8,8,4,6,0
2021-12-05 18:00:00,63058.2,1.6,5,12,18,6,0
2021-02-23 22:00:00,59804.8,9.0,23,2,22,1,0
2021-05-28 18:00:00,59029.9,14.8,28,5,18,4,0
2021-08-08 02:00:00,38306.9,14.7,8,8,2,6,0
2021-04-23 01:00:00,49960.1,3.5,23,4,1,4,0
2021-12-11 21:00:00,57966.6,0.6,11,12,21,5,0
2021-07-21 09:00:00,63233.3,16.5,21,7,9,2,0
2021-07-09 06:00:00,53136.6,15.1,9,7,6,4,0
2021-07-20 10:00:00,65662.7,17.2,20,7,10,1,0
2021-10-04 01:00:00,43588.2,13.5,4,10,1,0,0
2021-12-18 23:00:00,53130.1,3.8,18,12,23,5,0
2021-10-21 13:00:00,74071.6,11.5,21,10,13,3,0
2021-04-05 23:00:00,53055.4,-0.7,5,4,23,0,1
2021-01-12 08:00:00,74586.0,0.5,12,1,8,1,0
2021-02-03 22:00:00,64339.4,6.4,3,2,22,2,0
2021-04-26 14:00:00,63289.4,10.6,26,4,14,0,0
2021-05-16 04:00:00,39404.0,8.0,16,5,4,6,0
2021-09-24 15:00:00,64279.4,17.9,24,9,15,4,0
2021-05-19 13:00:00,66144.7,12.5,19,5,13,2,0
2021-11-15 00:00:00,46524.9,6.2,15,11,0,0,0
2021-05-23 22:00:00,46161.1,9.5,23,5,22,6,0
2021-10-30 03:00:00,46059.9,6.6,30,10,3,5,0
2021-03-12 01:00:00,54725.6,5.5,12,3,1,4,0
2021-01-03 10:00:00,51704.8,0.3,3,1,10,6,0
2021-11-20 01:00:00,50558.1,7.8,20,11,1,5,0
2021-09-14 19:00:00,62152.8,20.8,14,9,19,1,0
2021-12-05 14:00:00,57707.6,3.2,5,12,14,6,0
2021-11-02 06:00:00,56330.4,5.8,2,11,6,1,0
2021-12-15 08:00:00,72891.5,5.3,15,12,8,2,0
2021-03-22 17:00:00,67640.2,5.7,22,3,17,0,0
2021-03-22 15:00:00,69485.7,5.9,22,3,15,0,0
2021-11-21 16:00:00,55799.3,5.7,21,11,16,6,0
2021-08-27 06:00:00,52993.9,11.3,27,8,6,4,0
2021-03-13 03:00:00,50280.1,4.4,13,3,3,5,0
2021-12-29 02:00:00,43159.7,5.3,29,12,2,2,0
2021-10-04 18:00:00,63640.3,13.6,4,10,18,0,0
2021-05-07 14:00:00,65421.3,7.7,7,5,14,4,0
2021-03-24 09:00:00,68799.6,5.0,24,3,9,2,0
2021-04-15 04:00:00,52117.9,-1.1,15,4,4,3,0
2021-02-23 17:00:00,64020.2,15.2,23,2,17,1,0
2021-01-04 23:00:00,57508.4,0.1,4,1,23,0,0
2021-08-16 14:00:00,65167.0,19.1,16,8,14,0,0
2021-01-07 14:00:00,69927.4,0.7,7,1,14,3,0
2021-07-23 14:00:00,62564.8,23.1,23,7,14,4,0
2021-02-14 20:00:00,62922.6,-5.7,14,2,20,6,0
2021-12-06 04:00:00,51558.4,0.0,6,12,4,0,0
2021-11-22 05:00:00,51770.4,3.4,22,11,5,0,0
2021-12-17 20:00:00,65097.4,4.1,17,12,20,4,0
2021-05-29 18:00:00,50304.8,15.8,29,5,18,5,0
2021-04-26 19:00:00,62061.8,10.7,26,4,19,0,0
2021-01-08 06:00:00,57710.0,-0.5,8,1,6,4,0
2021-07-18 20:00:00,49923.3,22.6,18,7,20,6,0
2021-04-11 21:00:00,53814.8,6.9,11,4,21,6,0
2021-03-15 03:00:00,48356.8,2.6,15,3,3,0,0
2021-04-02 02:00:00,42541.2,6.4,2,4,2,4,1
2021-05-23 21:00:00,45356.1,11.5,23,5,21,6,0
2021-05-15 21:00:00,48878.0,10.3,15,5,21,5,0
2021-12-18 09:00:00,59902.1,3.2,18,12,9,5,0
2021-04-09 17:00:00,63601.2,12.2,9,4,17,4,0
2021-12-01 02:00:00,52744.3,4.0,1,12,2,2,0
2021-04-10 08:00:00,50868.6,5.4,10,4,8,5,0
2021-01-09 20:00:00,58789.7,-1.2,9,1,20,5,0
2021-11-22 18:00:00,72825.6,2.7,22,11,18,0,0
2021-05-16 08:00:00,42761.9,9.3,16,5,8,6,0
2021-04-10 20:00:00,54715.7,9.0,10,4,20,5,0
2021-03-03 19:00:00,70698.3,7.5,3,3,19,2,0
2021-05-10 19:00:00,61762.2,19.2,10,5,19,0,0
2021-08-03 19:00:00,59050.5,17.4,3,8,19,1,0
2021-08-13 13:00:00,63899.9,26.1,13,8,13,4,0
2021-02-07 19:00:00,63586.9,-2.4,7,2,19,6,0
2021-02-15 05:00:00,57894.7,-7.5,15,2,5,0,0
2021-11-03 12:00:00,69712.8,7.8,3,11,12,2,0
2021-10-14 18:00:00,68623.6,11.3,14,10,18,3,0
2021-11-14 16:00:00,52488.7,7.7,14,11,16,6,0
2021-11-25 10:00:00,73425.5,1.7,25,11,10,3,0
2021-08-02 07:00:00,54625.2,12.9,2,8,7,0,0
2021-12-10 23:00:00,56720.0,-0.1,10,12,23,4,0
2021-02-08 02:00:00,53016.8,-4.1,8,2,2,0,0
2021-11-17 16:00:00,70549.0,5.7,17,11,16,2,0
2021-03-31 08:00:00,64374.3,5.3,31,3,8,2,0
2021-10-08 18:00:00,61500.9,13.5,8,10,18,4,0
2021-08-26 11:00:00,67413.2,15.0,26,8,11,3,0
2021-12-19 02:00:00,47156.6,3.6,19,12,2,6,0
2021-02-03 01:00:00,52474.1,5.8,3,2,1,2,0
2021-07-23 16:00:00,60598.4,24.0,23,7,16,4,0
2021-07-14 04:00:00,46554.2,16.0,14,7,4,2,0
2021-11-28 22:00:00,56059.3,0.3,28,11,22,6,0
2021-01-02 22:00:00,50321.7,0.5,2,1,22,5,0
2021-12-23 09:00:00,66360.7,-3.0,23,12,9,3,0
2021-06-12 20:00:00,52202.9,19.1,12,6,20,5,0
2021-01-04 16:00:00,69270.2,0.4,4,1,16,0,0
2021-03-14 17:00:00,54611.5,5.1,14,3,17,6,0
2021-04-02 21:00:00,51331.5,6.0,2,4,21,4,1
2021-04-16 09:00:00,69658.5,2.7,16,4,9,4,0
2021-04-13 18:00:00,66238.6,5.9,13,4,18,1,0
2021-11-20 05:00:00,48713.5,7.5,20,11,5,5,0
2021-04-09 08:00:00,68881.0,1.5,9,4,8,4,0
2021-11-23 17:00:00,71829.0,4.2,23,11,17,1,0
2021-09-21 09:00:00,64762.9,10.0,21,9,9,1,0
2021-09-18 18:00:00,52528.3,17.0,18,9,18,5,0
2021-03-06 17:00:00,55673.3,4.6,6,3,17,5,0
2021-03-04 18:00:00,69045.2,5.9,4,3,18,3,0
2021-08-30 16:00:00,63175.2,16.9,30,8,16,0,0
2021-10-14 06:00:00,58824.1,6.7,14,10,6,3,0
2021-07-08 18:00:00,63040.8,19.0,8,7,18,3,0
2021-08-28 14:00:00,52356.2,15.3,28,8,14,5,0
2021-03-25 07:00:00,63369.2,1.8,25,3,7,3,0
2021-09-20 06:00:00,52224.7,10.0,20,9,6,0,0
2021-10-27 02:00:00,49663.8,7.9,27,10,2,2,0
2021-07-09 05:00:00,47802.6,15.1,9,7,5,4,0
2021-07-03 20:00:00,49277.3,21.0,3,7,20,5,0
2021-02-11 02:00:00,58036.7,-8.5,11,2,2,3,0
2021-11-12 09:00:00,68540.0,3.1,12,11,9,4,0
2021-08-18 18:00:00,62218.6,18.0,18,8,18,2,0
2021-04-16 15:00:00,65480.7,7.1,16,4,15,4,0
2021-08-08 20:00:00,47791.4,17.1,8,8,20,6,0
2021-05-12 15:00:00,63589.1,13.1,12,5,15,2,0
2021-07-12 23:00:00,53514.7,18.8,12,7,23,0,0
2021-05-05 02:00:00,50141.5,7.1,5,5,2,2,0
2021-12-16 23:00:00,58682.6,4.7,16,12,23,3,0
2021-03-12 19:00:00,71347.8,6.1,12,3,19,4,0
2021-12-18 19:00:00,63638.1,3.8,18,12,19,5,0
2021-07-01 07:00:00,62191.2,13.5,1,7,7,3,0
2021-08-13 23:00:00,49151.0,19.2,13,8,23,4,0
2021-11-11 05:00:00,52490.0,1.7,11,11,5,3,0
2021-08-22 11:00:00,49026.7,18.4,22,8,11,6,0
2021-01-06 16:00:00,64737.6,0.6,6,1,16,2,0
2021-05-31 22:00:00,54760.3,13.7,31,5,22,0,0
2021-11-03 19:00:00,68516.2,6.6,3,11,19,2,0
2021-08-06 17:00:00,59829.8,20.4,6,8,17,4,0
2021-01-05 13:00:00,71135.3,0.8,5,1,13,1,0
2021-01-25 01:00:00,49892.9,-1.4,25,1,1,0,0
2021-10-17 20:00:00,55230.4,8.3,17,10,20,6,0
2021-02-24 03:00:00,50330.8,7.1,24,2,3,2,0
2021-09-09 17:00:00,62610.9,25.1,9,9,17,3,0
2021-11-17 00:00:00,50878.8,4.1,17,11,0,2,0
2021-08-14 22:00:00,47533.6,19.4,14,8,22,5,0
2021-03-24 02:00:00,50385.0,2.0,24,3,2,2,0
2021-07-13 21:00:00,58681.2,18.8,13,7,21,1,0
2021-08-01 19:00:00,48012.6,17.5,1,8,19,6,0
2021-01-07 23:00:00,58259.6,-0.2,7,1,23,3,0
2021-06-08 05:00:00,46716.2,13.9,8,6,5,1,0
2021-03-30 15:00:00,63730.2,20.0,30,3,15,1,0
2021-10-07 23:00:00,51399.3,8.4,7,10,23,3,0
2021-02-14 06:00:00,49970.0,-11.6,14,2,6,6,0
2021-06-18 02:00:00,47679.9,19.5,18,6,2,4,0
2021-07-26 05:00:00,44183.6,15.8,26,7,5,0,0
2021-11-18 09:00:00,71615.6,5.6,18,11,9,3,0
2021-06-21 04:00:00,44466.3,17.1,21,6,4,0,0
2021-09-27 14:00:00,66504.0,19.6,27,9,14,0,0
2021-01-27 23:00:00,60883.2,1.2,27,1,23,2,0
2021-05-27 05:00:00,51158.0,7.9,27,5,5,3,0
2021-07-18 05:00:00,39061.7,15.2,18,7,5,6,0
2021-08-02 14:00:00,62763.1,18.3,2,8,14,0,0
2021-03-11 18:00:00,73228.8,9.0,11,3,18,3,0
2021-05-28 14:00:00,62048.6,14.3,28,5,14,4,0
2021-04-26 04:00:00,44694.6,0.7,26,4,4,0,0
2021-10-18 02:00:00,43919.1,6.7,18,10,2,0,0
2021-10-30 06:00:00,46578.8,5.8,30,10,6,5,0
2021-12-26 17:00:00,55330.1,-1.3,26,12,17,6,1
2021-01-28 21:00:00,65357.8,3.1,28,1,21,3,0
2021-10-25 14:00:00,66331.1,11.4,25,10,14,0,0
2021-04-19 02:00:00,43652.5,5.5,19,4,2,0,0
2021-05-19 20:00:00,60138.3,11.4,19,5,20,2,0
2021-08-24 11:00:00,64881.1,15.5,24,8,11,1,0
2021-05-02 18:00:00,51598.6,8.5,2,5,18,6,0
2021-03-03 12:00:00,69598.6,9.2,3,3,12,2,0
2021-10-29 01:00:00,51858.5,6.3,29,10,1,4,0
2021-11-26 03:00:00,52285.2,1.3,26,11,3,4,0
2021-07-31 14:00:00,54141.8,20.3,31,7,14,5,0
2021-04-17 22:00:00,51668.9,6.0,17,4,22,5,0
2021-12-04 15:00:00,60944.1,3.4,4,12,15,5,0
2021-06-23 19:00:00,60836.6,19.5,23,6,19,2,0
2021-02-04 01:00:00,53663.7,5.7,4,2,1,3,0
2021-04-18 08:00:00,44735.0,4.5,18,4,8,6,0
2021-09-24 10:00:00,68612.1,14.0,24,9,10,4,0
2021-05-27 11:00:00,68276.5,10.4,27,5,11,3,0
2021-12-19 08:00:00,50741.8,3.3,19,12,8,6,0
2021-04-19 22:00:00,59810.3,7.1,19,4,22,0,0
2021-12-03 05:00:00,59512.2,-1.1,3,12,5,4,0
2021-03-29 20:00:00,64713.0,14.2,29,3,20,0,0
2021-04-23 03:00:00,49153.9,2.4,23,4,3,4,0
2021-04-24 19:00:00,53449.2,12.2,24,4,19,5,0
2021-11-17 22:00:00,60499.2,5.3,17,11,22,2,0
2021-05-11 20:00:00,61753.3,14.0,11,5,20,1,0
2021-03-03 22:00:00,60950.3,5.5,3,3,22,2,0
2021-05-20 18:00:00,61645.7,14.5,20,5,18,3,0
2021-11-26 22:00:00,62114.9,1.5,26,11,22,4,0
2021-11-21 03:00:00,45664.5,5.3,21,11,3,6,0
2021-05-29 15:00:00,49963.9,15.3,29,5,15,5,0
2021-04-09 23:00:00,53706.9,6.5,9,4,23,4,0
2021-02-16 12:00:00,73317.7,4.2,16,2,12,1,0
2021-02-13 18:00:00,66515.4,-5.6,13,2,18,5,0
2021-04-27 08:00:00,64746.6,3.3,27,4,8,1,0
2021-02-23 09:00:00,70145.2,6.4,23,2,9,1,0
2021-07-15 19:00:00,62282.0,20.7,15,7,19,3,0
2021-01-22 19:00:00,70688.5,3.0,22,1,19,4,0
2021-08-07 13:00:00,52861.1,20.6,7,8,13,5,0
2021-03-04 09:00:00,68814.5,4.8,4,3,9,3,0
2021-10-22 00:00:00,53763.8,6.6,22,10,0,4,0
2021-03-29 19:00:00,63671.8,16.7,29,3,19,0,0
2021-06-23 17:00:00,61122.0,20.2,23,6,17,2,0
2021-11-20 09:00:00,58545.4,7.4,20,11,9,5,0
2021-07-01 00:00:00,49669.7,14.1,1,7,0,3,0
2021-12-20 22:00:00,59419.2,-2.0,20,12,22,0,0
2021-11-22 02:00:00,47005.7,3.6,22,11,2,0,0
2021-07-05 03:00:00,40839.7,14.9,5,7,3,0,0
2021-09-26 06:00:00,39383.7,13.4,26,9,6,6,0
2021-02-24 00:00:00,52143.9,8.1,24,2,0,2,0
2021-07-01 22:00:00,55872.2,14.4,1,7,22,3,0
2021-12-07 04:00:00,54825.8,0.1,7,12,4,1,0
2021-08-12 21:00:00,56073.6,21.0,12,8,21,3,0
2021-08-09 06:00:00,48240.1,11.5,9,8,6,0,0
2021-07-13 14:00:00,67148.6,21.7,13,7,14,1,0
2021-11-23 18:00:00,72015.9,3.8,23,11,18,1,0
2021-02-12 04:00:00,58213.8,-10.8,12,2,4,4,0
2021-04-06 09:00:00,68928.9,-0.4,6,4,9,1,0
2021-07-22 02:00:00,43734.0,14.2,22,7,2,3,0
2021-03-28 18:00:00,54071.3,11.7,28,3,18,6,0
2021-07-07 08:00:00,64257.0,15.4,7,7,8,2,0
2021-03-20 07:00:00,50627.5,-3.3,20,3,7,5,0
2021-02-19 09:00:00,71077.4,4.0,19,2,9,4,0
2021-05-07 13:00:00,67962.0,7.2,7,5,13,4,0
2021-11-20 19:00:00,61736.4,6.9,20,11,19,5,0
2021-10-10 05:00:00,41427.9,2.5,10,10,5,6,0
2021-01-27 07:00:00,69238.4,-1.2,27,1,7,2,0
2021-11-17 21:00:00,64112.9,5.4,17,11,21,2,0
2021-09-03 15:00:00,61036.7,22.0,3,9,15,4,0
2021-12-06 08:00:00,72209.7,0.0,6,12,8,0,0
2021-03-02 19:00:00,69465.4,6.6,2,3,19,1,0
2021-03-23 00:00:00,54575.2,3.3,23,3,0,1,0
2021-10-01 09:00:00,67643.9,8.3,1,10,9,4,0
2021-09-18 21:00:00,50003.8,13.5,18,9,21,5,0
2021-02-08 10:00:00,73579.6,-5.0,8,2,10,0,0
2021-01-02 14:00:00,52818.9,1.7,2,1,14,5,0
2021-10-11 19:00:00,69137.2,9.6,11,10,19,0,0
2021-12-23 20:00:00,63081.7,2.1,23,12,20,3,0
2021-02-24 09:00:00,69884.3,7.8,24,2,9,2,0
2021-07-30 15:00:00,62042.2,24.2,30,7,15,4,0
2021-12-27 10:00:00,61371.4,0.6,27,12,10,0,0
2021-05-17 14:00:00,64209.0,12.8,17,5,14,0,0
2021-09-14 21:00:00,59359.5,17.8,14,9,21,1,0
2021-07-07 07:00:00,60739.7,14.8,7,7,7,2,0
2021-07-23 02:00:00,44464.1,14.1,23,7,2,4,0
2021-07-25 23:00:00,46209.2,18.3,25,7,23,6,0
2021-01-31 01:00:00,49756.1,-2.3,31,1,1,6,0
2021-05-05 12:00:00,72083.9,7.6,5,5,12,2,0
2021-06-25 20:00:00,56772.5,18.9,25,6,20,4,0
2021-05-10 03:00:00,42904.0,15.7,10,5,3,0,0
2021-11-24 12:00:00,72173.2,4.7,24,11,12,2,0
2021-03-19 06:00:00,60644.7,-0.8,19,3,6,4,0
2021-11-01 13:00:00,59944.1,10.7,1,11,13,0,0
2021-08-05 11:00:00,63679.8,18.0,5,8,11,3,0
2021-12-22 00:00:00,53332.1,-3.9,22,12,0,2,0
2021-08-24 07:00:00,57751.3,10.7,24,8,7,1,0
2021-09-04 18:00:00,50669.4,20.7,4,9,18,5,0
2021-09-06 03:00:00,40302.1,11.5,6,9,3,0,0
2021-12-18 21:00:00,56450.5,3.8,18,12,21,5,0
2021-08-29 14:00:00,50110.4,15.2,29,8,14,6,0
2021-02-13 16:00:00,58420.9,-3.4,13,2,16,5,0
2021-03-21 07:00:00,46937.2,1.9,21,3,7,6,0
2021-12-23 06:00:00,54896.5,-3.6,23,12,6,3,0
2021-02-07 03:00:00,48484.2,-0.7,7,2,3,6,0
2021-06-13 14:00:00,48188.0,18.6,13,6,14,6,0
2021-01-08 13:00:00,69619.6,0.5,8,1,13,4,0
2021-03-13 06:00:00,51097.2,4.5,13,3,6,5,0
2021-01-05 23:00:00,57965.5,0.6,5,1,23,1,0
2021-05-01 17:00:00,47601.4,11.0,1,5,17,5,1
2021-03-13 05:00:00,50506.6,4.4,13,3,5,5,0
2021-03-01 05:00:00,50668.2,0.4,1,3,5,0,0
2021-08-14 18:00:00,52252.5,26.1,14,8,18,5,0
2021-09-30 03:00:00,47909.0,8.2,30,9,3,3,0
2021-06-04 00:00:00,45661.3,16.7,4,6,0,4,0
2021-01-20 16:00:00,71232.2,6.6,20,1,16,2,0
2021-09-06 01:00:00,41538.1,12.5,6,9,1,0,0
2021-09-29 09:00:00,66178.1,11.8,29,9,9,2,0
2021-09-24 21:00:00,58558.9,14.9,24,9,21,4,0
2021-12-17 11:00:00,71212.3,4.6,17,12,11,4,0
2021-02-28 19:00:00,58234.2,4.5,28,2,19,6,0
2021-02-23 05:00:00,53554.2,4.9,23,2,5,1,0
2021-12-08 18:00:00,77428.9,1.2,8,12,18,2,0
2021-02-24 18:00:00,67873.1,13.8,24,2,18,2,0
2021-12-27 22:00:00,56135.4,2.4,27,12,22,0,0
2021-02-24 14:00:00,66268.2,17.0,24,2,14,2,0
2021-06-17 13:00:00,70666.7,29.5,17,6,13,3,0
2021-02-02 08:00:00,70948.2,1.9,2,2,8,1,0
2021-05-18 03:00:00,44915.3,8.7,18,5,3,1,0
2021-09-26 03:00:00,37601.4,13.8,26,9,3,6,0
2021-10-25 21:00:00,63331.4,7.7,25,10,21,0,0
2021-11-13 20:00:00,56247.6,6.1,13,11,20,5,0
2021-04-05 21:00:00,54883.2,0.1,5,4,21,0,1
2021-11-21 06:00:00,45800.5,4.9,21,11,6,6,0
2021-04-02 22:00:00,50018.9,5.3,2,4,22,4,1
2021-07-31 11:00:00,56995.8,18.9,31,7,11,5,0
2021-05-11 12:00:00,67633.6,16.1,11,5,12,1,0
2021-11-05 02:00:00,51203.6,5.5,5,11,2,4,0
2021-06-05 21:00:00,47432.0,17.2,5,6,21,5,0
2021-01-24 18:00:00,61761.5,0.1,24,1,18,6,0
2021-08-02 04:00:00,40508.8,12.9,2,8,4,0,0
2021-06-21 16:00:00,65154.8,23.5,21,6,16,0,0
2021-10-06 01:00:00,47619.9,10.9,6,10,1,2,0
2021-08-01 06:00:00,37127.7,13.4,1,8,6,6,0
2021-07-02 23:00:00,49562.6,14.6,2,7,23,4,0
2021-02-28 15:00:00,49468.6,7.9,28,2,15,6,0
2021-10-26 16:00:00,67518.6,12.6,26,10,16,1,0
2021-03-04 04:00:00,51102.3,3.9,4,3,4,3,0
2021-10-31 06:00:00,42113.0,9.2,31,10,6,6,0
2021-06-17 15:00:00,68770.6,30.7,17,6,15,3,0
2021-11-02 15:00:00,65910.8,9.3,2,11,15,1,0
2021-10-18 12:00:00,68583.6,10.3,18,10,12,0,0
2021-10-30 07:00:00,49187.1,5.6,30,10,7,5,0
2021-08-20 14:00:00,61860.2,20.1,20,8,14,4,0
2021-08-04 16:00:00,59265.5,19.0,4,8,16,2,0
2021-08-01 01:00:00,40182.8,14.6,1,8,1,6,0
2021-02-13 02:00:00,56053.6,-10.9,13,2,2,5,0
2021-08-10 02:00:00,41989.1,13.3,10,8,2,1,0
2021-05-27 06:00:00,55775.6,7.9,27,5,6,3,0
2021-12-31 15:00:00,53739.1,12.2,31,12,15,4,0
2021-04-06 22:00:00,61440.9,-0.3,6,4,22,1,0
2021-10-02 04:00:00,43233.9,10.3,2,10,4,5,0
2021-01-25 06:00:00,58368.7,-2.1,25,1,6,0,0
2021-04-14 20:00:00,65573.3,3.9,14,4,20,2,0
2021-12-15 22:00:00,62316.7,5.8,15,12,22,2,0
2021-12-03 19:00:00,76955.4,0.7,3,12,19,4,0
2021-04-29 18:00:00,65477.7,11.6,29,4,18,3,0
2021-06-24 05:00:00,47017.5,14.2,24,6,5,3,0
2021-02-13 15:00:00,58262.0,-3.3,13,2,15,5,0
2021-05-28 08:00:00,62329.9,9.4,28,5,8,4,0
2021-01-20 13:00:00,75293.8,6.2,20,1,13,2,0
2021-05-16 17:00:00,47919.8,13.9,16,5,17,6,0
2021-09-05 17:00:00,46655.9,21.9,5,9,17,6,0
2021-10-06 03:00:00,47031.9,10.6,6,10,3,2,0
2021-03-02 05:00:00,54232.0,-0.2,2,3,5,1,0
2021-03-30 02:00:00,47325.9,7.2,30,3,2,1,0
2021-07-29 19:00:00,61609.8,21.2,29,7,19,3,0
2021-01-16 06:00:00,50392.4,-3.2,16,1,6,5,0
2021-06-29 18:00:00,63660.2,20.1,29,6,18,1,0
2021-06-07 11:00:00,66560.5,17.6,7,6,11,0,0
2021-12-17 06:00:00,58815.6,4.0,17,12,6,4,0
2021-05-07 22:00:00,56792.0,5.2,7,5,22,4,0
2021-05-17 23:00:00,51857.0,9.5,17,5,23,0,0
2021-09-20 11:00:00,65660.1,12.1,20,9,11,0,0
2021-07-11 04:00:00,37157.1,14.5,11,7,4,6,0
2021-04-20 15:00:00,64689.8,14.0,20,4,15,1,0
2021-02-05 11:00:00,72428.1,3.8,5,2,11,4,0
2021-01-19 10:00:00,75969.2,1.2,19,1,10,1,0
2021-08-07 05:00:00,39988.7,13.4,7,8,5,5,0
2021-02-23 08:00:00,69248.7,4.9,23,2,8,1,0
2021-04-04 09:00:00,47119.0,2.9,4,4,9,6,0
2021-03-25 17:00:00,64087.9,13.3,25,3,17,3,0
2021-05-13 17:00:00,48616.3,12.5,13,5,17,3,1
2021-10-11 04:00:00,44871.3,3.6,11,10,4,0,0
2021-06-03 17:00:00,54110.5,23.6,3,6,17,3,0
2021-01-26 17:00:00,72217.7,0.9,26,1,17,1,0
2021-12-30 03:00:00,42156.5,8.5,30,12,3,3,0
2021-07-31 17:00:00,53582.0,20.8,31,7,17,5,0
2021-03-25 22:00:00,58666.2,7.3,25,3,22,3,0
2021-07-12 02:00:00,41646.8,14.9,12,7,2,0,0
2021-09-12 13:00:00,50039.5,19.8,12,9,13,6,0
2021-03-11 17:00:00,71075.5,10.0,11,3,17,3,0
2021-07-27 15:00:00,64503.2,23.2,27,7,15,1,0
2021-12-18 17:00:00,65024.1,4.0,18,12,17,5,0
2021-07-29 17:00:00,62037.0,21.7,29,7,17,3,0
2021-02-23 03:00:00,49487.4,5.1,23,2,3,1,0
2021-03-23 08:00:00,69154.1,3.2,23,3,8,1,0
2021-08-22 02:00:00,37491.5,15.9,22,8,2,6,0
2021-03-15 02:00:00,48370.9,2.7,15,3,2,0,0
2021-10-14 20:00:00,68456.9,10.0,14,10,20,3,0
2021-11-12 14:00:00,67224.2,6.0,12,11,14,4,0
2021-10-02 06:00:00,45109.3,10.2,2,10,6,5,0
2021-05-19 12:00:00,66617.1,11.9,19,5,12,2,0
2021-09-05 20:00:00,50141.2,17.7,5,9,20,6,0
2021-06-13 16:00:00,46856.3,19.8,13,6,16,6,0
2021-09-09 05:00:00,47431.2,12.7,9,9,5,3,0
2021-03-03 13:00:00,68815.4,10.7,3,3,13,2,0
2021-10-03 21:00:00,52396.8,15.7,3,10,21,6,1
2021-03-10 18:00:00,70049.4,5.8,10,3,18,2,0
2021-08-04 02:00:00,42402.4,13.3,4,8,2,2,0
2021-01-23 23:00:00,51377.2,0.4,23,1,23,5,0
2021-02-22 18:00:00,67901.9,9.8,22,2,18,0,0
2021-05-26 01:00:00,47939.5,8.0,26,5,1,2,0
2021-12-05 17:00:00,62126.4,2.0,5,12,17,6,0
2021-02-16 01:00:00,56197.7,0.6,16,2,1,1,0
2021-05-27 18:00:00,63187.3,12.0,27,5,18,3,0
2021-04-24 03:00:00,44812.8,2.5,24,4,3,5,0
2021-12-24 00:00:00,50020.1,3.9,24,12,0,4,0
2021-07-14 05:00:00,48615.6,15.9,14,7,5,2,0
2021-11-22 10:00:00,71567.2,3.6,22,11,10,0,0
2021-08-30 10:00:00,66908.7,14.7,30,8,10,0,0
2021-05-27 01:00:00,49021.0,8.3,27,5,1,3,0
2021-12-03 23:00:00,60803.9,1.0,3,12,23,4,0
2021-02-27 22:00:00,52419.6,2.6,27,2,22,5,0
2021-09-13 06:00:00,51384.8,11.8,13,9,6,0,0
2021-06-03 14:00:00,55370.6,23.7,3,6,14,3,0
2021-09-27 01:00:00,42578.7,15.5,27,9,1,0,0
2021-03-03 07:00:00,65805.8,0.1,3,3,7,2,0
2021-11-30 10:00:00,79678.9,2.3,30,11,10,1,0
2021-12-23 11:00:00,67821.0,-1.5,23,12,11,3,0
2021-05-30 13:00:00,48992.9,16.2,30,5,13,6,0
2021-03-11 10:00:00,75083.0,7.2,11,3,10,3,0
2021-07-28 12:00:00,67114.9,19.6,28,7,12,2,0
2021-05-10 10:00:00,66003.2,20.0,10,5,10,0,0
2021-06-29 09:00:00,65635.2,18.8,29,6,9,1,0
2021-09-25 03:00:00,44302.9,12.7,25,9,3,5,0
2021-01-09 13:00:00,60231.3,0.3,9,1,13,5,0
2021-08-26 00:00:00,48289.1,13.8,26,8,0,3,0
2021-09-13 12:00:00,65003.9,18.5,13,9,12,0,0
2021-10-28 22:00:00,61893.4,7.4,28,10,22,3,0
2021-02-27 01:00:00,49818.8,3.0,27,2,1,5,0
2021-02-09 20:00:00,72075.3,-7.7,9,2,20,1,0
2021-03-04 02:00:00,50305.6,4.2,4,3,2,3,0
2021-08-28 07:00:00,44881.8,11.9,28,8,7,5,0
2021-12-08 05:00:00,58609.8,0.7,8,12,5,2,0
2021-05-12 16:00:00,61930.7,13.2,12,5,16,2,0
2021-02-11 12:00:00,74814.2,-5.0,11,2,12,3,0
2021-01-16 07:00:00,52542.1,-3.3,16,1,7,5,0
2021-08-28 19:00:00,50862.9,14.8,28,8,19,5,0
2021-05-03 16:00:00,63910.0,11.1,3,5,16,0,0
2021-03-01 17:00:00,65061.2,8.7,1,3,17,0,0
